Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL,Serial Number
79,कोवक्कै पौड़ी करी रेसिपी - Kovakkai Podi Curry Recipe, Kovakkai Podi Curry Recipe,"400 ग्राम टिंडोरा - पतला लम्बा काट ले,1 छोटा चमच्च राइ,1/2 छोटा चमच्च सफ़ेद उरद दाल,हींग - चुटकी भर,1 टहनी कढ़ी पत्ता,1 सुखी लाल मिर्च,1 बड़ा चमच्च तेल,नमक - स्वाद अनुसार,2 बड़े चमच्च धनिये के बीज,1 बड़ा चमच्च सफ़ेद उरद दाल,1 बड़ा चमच्च चना दाल,4 सुखी लाल मिर्च,1/4 छोटा चमच्च हींग","400 grams Tindora - thinly sliced, 1 teaspoon Rye, 1/2 teaspoon White Urad Dal, Asafoetida - a pinch, 1 sprig Curry Leaf, 1 Dry Red Chilli, 1 tablespoon Oil, Salt - 2 Tbsp Spoon Coriander Seeds, 1 tablespoon White Urad Dal, 1 tablespoon Chana Dal, 4 Dry Red Chillies, 1/4 teaspoon Asafoetida",15,20,35,4,Tamil Nadu,Lunch,Diabetic Friendly,"कोवक्कै पौड़ी करी रेसिपी बनाने के लिए सबसे पहले एक कढ़ाई में धनिये के बीज, सफ़ेद उरद दाल, चना दाल, सुखी लाल मिर्च और हींग डाले। 2 से 3 मिनट के लिए पका ले. थोड़ा ठंडा होने के बाद इस मिश्रण को मिक्सर में डाले और पीस ले. अलग से रख ले. एक कढ़ाई में तेल गरम करें। इसमें राइ, उरद दाल डाले और 10 सेकण्ड्स के लिए पका ले. अब इसमें हींग, सुखी लाल मिर्च और कढ़ी पत्ता डाले।15 सेकण्ड्स के बाद, इसमें टिंडोरा डाले और मिला ले. थोड़ा पानी छिड़के, मिलाए और कढ़ाई को ढक ले. 10 मिनट तक पकने दे. टिन्डोरे के नरम हो जाने के बाद इसमें पिसा हुआ दाल का पेस्ट डाले और मिला ले. 10 मिनट के लिए और पकने दे और परोसे। कोवक्कै पौड़ी करी को कीरई सांबर, बीटरूट पचड़ी और चावल के साथ दिन के खाने के लिए परोसे।
","कोवक्कै पौड़ी करी रेसिपी बनाने के लिए सबसे पहले एक कढ़ाई में धनिये के बीज, सफ़ेद उरद दाल, चना दाल, सुखी लाल मिर्च और हींग डाले। 2 से 3 मिनट के लिए पका ले. थोड़ा ठंडा होने के बाद इस मिश्रण को मिक्सर में डाले और पीस ले. अलग से रख ले. एक कढ़ाई में तेल गरम करें। इसमें राइ, उरद दाल डाले और 10 सेकण्ड्स के लिए पका ले. अब इसमें हींग, सुखी लाल मिर्च और कढ़ी पत्ता डाले।15 सेकण्ड्स के बाद, इसमें टिंडोरा डाले और मिला ले. थोड़ा पानी छिड़के, मिलाए और कढ़ाई को ढक ले. 10 मिनट तक पकने दे. टिन्डोरे के नरम हो जाने के बाद इसमें पिसा हुआ दाल का पेस्ट डाले और मिला ले. 10 मिनट के लिए और पकने दे और परोसे। कोवक्कै पौड़ी करी को कीरई सांबर, बीटरूट पचड़ी और चावल के साथ दिन के खाने के लिए परोसे।
",https://www.archanaskitchen.com/kovakkai-podi-curry-recipe-tamil-nadu-style-ivy-gourd-stir-fry-in-hindi,79
80,Chilled Spinach And Cucumber Soup Recipe,Chilled Spinach And Cucumber Soup Recipe,"Spinach Leaves (Palak) - a bunch,1 Cucumber - peeled and chopped,1 Carrot (Gajjar) - peeled and chopped,1 clove Garlic,1/2 inch Ginger - chopped,1 Green Chilli,1 Onion - chopped,1/4 teaspoon Paprika powder,2 tablespoon Curd (Dahi / Yogurt),1 tablespoon Balsamic Vinegar,1 teaspoon Extra Virgin Olive Oil,2 tablespoons Pine nuts - peeled","Spinach Leaves (Palak) - a bunch,1 Cucumber - peeled and chopped,1 Carrot (Gajjar) - peeled and chopped,1 clove Garlic,1/2 inch Ginger - chopped,1 Green Chilli,1 Onion - chopped,1/4 teaspoon Paprika powder,2 tablespoon Curd (Dahi / Yogurt),1 tablespoon Balsamic Vinegar,1 teaspoon Extra Virgin Olive Oil,2 tablespoons Pine nuts - peeled",20,25,45,4,Continental,Dinner,Vegetarian,"To prepare the Chilled Spinach and Cucumber Soup, first clean and wash the spinach leaves. Roughly chop them and keep aside.Bring 2 cups of water and some salt to a boil in a saucepan. Keep a bowl of iced water ready on the side. Blanch the spinach leaves by adding it to the boiling water for 2 minutes.Drain it and plunge it into the bowl of iced water for another 2 minutes to stop it from cooking.Add the remaining chopped vegetables in the blender. Drain the spinach in a colander, reserving a little of the iced water to use while blending the vegetables.Add the drained spinach leaves and about 1/2 cup of the iced water to the blender and blend until smooth.Once smooth, add the yogurt, the balsamic vinegar, paprika, pepper and blend once again. Taste and season with salt and pepper accordingly. Adjust the consistency of the soup by adding little water. Transfer to a bowl/container and cover with cling film before placing in the refrigerator to chill for an hour.While the soup is chilling, dry roast some pine nuts in a skillet over low heat until they are lightly browned, about 4-5 minutes.Serve Chilled Spinach and Cucumber Soup sprinkle with toasted pine nuts and olive oil. 
","To prepare the Chilled Spinach and Cucumber Soup, first clean and wash the spinach leaves. Roughly chop them and keep aside.Bring 2 cups of water and some salt to a boil in a saucepan. Keep a bowl of iced water ready on the side. Blanch the spinach leaves by adding it to the boiling water for 2 minutes.Drain it and plunge it into the bowl of iced water for another 2 minutes to stop it from cooking.Add the remaining chopped vegetables in the blender. Drain the spinach in a colander, reserving a little of the iced water to use while blending the vegetables.Add the drained spinach leaves and about 1/2 cup of the iced water to the blender and blend until smooth.Once smooth, add the yogurt, the balsamic vinegar, paprika, pepper and blend once again. Taste and season with salt and pepper accordingly. Adjust the consistency of the soup by adding little water. Transfer to a bowl/container and cover with cling film before placing in the refrigerator to chill for an hour.While the soup is chilling, dry roast some pine nuts in a skillet over low heat until they are lightly browned, about 4-5 minutes.Serve Chilled Spinach and Cucumber Soup sprinkle with toasted pine nuts and olive oil. ",https://www.archanaskitchen.com/chilled-spinach-and-cucumber-soup-recipe,80
81,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,"1 cup Rice,1 cup Yellow Moong Dal (Split),Salt - to taste,2 tablespoons Figaro Pure Olive Oil - plus more,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 tablespoons Cashew nuts - halved,1 sprig Curry leaves","1 cup Rice,1 cup Yellow Moong Dal (Split),Salt - to taste,2 tablespoons Figaro Pure Olive Oil - plus more,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 tablespoons Cashew nuts - halved,1 sprig Curry leaves",10,40,50,4,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,"To begin making the Ven Pongal Recipe; we will first cook the rice and lentils in the pressure cooker. Heat the cooker on medium heat, add a tablespoon of Figaro Pure Olive Oil. Add the rice and dal, salt and 5 cups of water. Cover the pressure cooker, place the weight on and cook until you hear a whistle. After the first whistle, turn the heat to low and simmer for 3 to 4 minutes. After 3 to 4 minutes, turn off the heat and allow the pressure to release naturally.While the pressure is releasing, heat a tablespoon of pure olive in a small pan, add in the cashew nuts and roast on low heat until lightly browned. Next add in a teaspoon of cumin seeds, 2 teaspoons of pounded black pepper, a tablespoon of grated ginger, the roughly torn curry leaves. Turn off the heat and stir all the ingredients in the remaining heat. Once the pressure has released from the cooker, stir the prepared seasoning and an additional 2 to 3 tablespoons of Pure Figaro Olive Oil into the rice. Stir until all the ingredients are well combined into the Ven Pongal.Serve the Ven Pongal for a Sunday Breakfast along with Sakkarai Pongal, Vada Sambar and Kathirikai Gothsu - Eggplant in a Tangy Gravy. 
","To begin making the Ven Pongal Recipe; we will first cook the rice and lentils in the pressure cooker. Heat the cooker on medium heat, add a tablespoon of Figaro Pure Olive Oil. Add the rice and dal, salt and 5 cups of water. Cover the pressure cooker, place the weight on and cook until you hear a whistle. After the first whistle, turn the heat to low and simmer for 3 to 4 minutes. After 3 to 4 minutes, turn off the heat and allow the pressure to release naturally.While the pressure is releasing, heat a tablespoon of pure olive in a small pan, add in the cashew nuts and roast on low heat until lightly browned. Next add in a teaspoon of cumin seeds, 2 teaspoons of pounded black pepper, a tablespoon of grated ginger, the roughly torn curry leaves. Turn off the heat and stir all the ingredients in the remaining heat. Once the pressure has released from the cooker, stir the prepared seasoning and an additional 2 to 3 tablespoons of Pure Figaro Olive Oil into the rice. Stir until all the ingredients are well combined into the Ven Pongal.Serve the Ven Pongal for a Sunday Breakfast along with Sakkarai Pongal, Vada Sambar and Kathirikai Gothsu - Eggplant in a Tangy Gravy. ",https://www.archanaskitchen.com/milagu-ven-pongal-recipe-made-with-figaro-olive-oil,81
82,Pineapple Chicken Curry Recipe,Pineapple Chicken Curry Recipe,"300 grams Chicken breasts - cut into chunks,1/2 cup Pineapple - cut into chunks,2 tablespoons Thai Yellow Curry Paste,1 Onion - sliced,4 cloves Garlic - chopped,1 inch Ginger - chopped,1 cup Coconut milk,1 sprig Basil leaves,Salt - to taste,1 pinch Sugar,1 tablespoon Nutralite Garlic & Oregano Spread","300 grams Chicken breasts - cut into chunks,1/2 cup Pineapple - cut into chunks,2 tablespoons Thai Yellow Curry Paste,1 Onion - sliced,4 cloves Garlic - chopped,1 inch Ginger - chopped,1 cup Coconut milk,1 sprig Basil leaves,Salt - to taste,1 pinch Sugar,1 tablespoon Nutralite Garlic & Oregano Spread",5,20,25,4,Thai,Lunch,Non Vegeterian,"To begin making the Pineapple Chicken Curry Recipe, prep all the ingredients and keep them ready.Heat a pressure cooker with Nutralite Garlic & Oregano Spread over medium heat. Add onions, ginger and garlic. Saute until the onions softens.Once the onion soften, add chicken, salt and the yellow curry paste and saute for 5 minutes.Add in the coconut milk, drop in the pineapple chunks, 1/4 cup of water and pressure cook the Pineapple Chicken Curry for about 2 whistles and turn off the heat.Allow the pressure to release by itself. Open the lid and add basil leaves into the Pineapple Chicken Curry. Check the salt and seasonings and adjust to taste. Once done transfer the Pineapple Chicken Curry to a serving bowl and serve hot.Serve the Pineapple Chicken Curry Recipe along with steamed rice, Grilled Winter Vegetable Salad Recipe and a glass of cocktail by the side to enjoy your Sunday lunch.
","To begin making the Pineapple Chicken Curry Recipe, prep all the ingredients and keep them ready.Heat a pressure cooker with Nutralite Garlic & Oregano Spread over medium heat. Add onions, ginger and garlic. Saute until the onions softens.Once the onion soften, add chicken, salt and the yellow curry paste and saute for 5 minutes.Add in the coconut milk, drop in the pineapple chunks, 1/4 cup of water and pressure cook the Pineapple Chicken Curry for about 2 whistles and turn off the heat.Allow the pressure to release by itself. Open the lid and add basil leaves into the Pineapple Chicken Curry. Check the salt and seasonings and adjust to taste. Once done transfer the Pineapple Chicken Curry to a serving bowl and serve hot.Serve the Pineapple Chicken Curry Recipe along with steamed rice, Grilled Winter Vegetable Salad Recipe and a glass of cocktail by the side to enjoy your Sunday lunch.",https://www.archanaskitchen.com/pineapple-and-chicken-curry-recipe,82
83,Chatpata Baby Potato Recipe,Chatpata Baby Potato Recipe,"12 Baby Potatoes - boiled and peeled,1 tablespoon Coriander (Dhania) Seeds,1 tablespoon Cumin seeds (Jeera),1/2 tablespoon Fennel seeds (Saunf),1/2 tablespoon Whole Black Peppercorns,2 Dry Red Chillies,Sunflower Oil - as required,1-1/2 tablespoon Ginger Garlic Paste,1-1/2 tablespoon Tamarind Paste,1/4 tablespoon Sugar,3 tablespoons Water,Salt - to taste,Coriander (Dhania) Leaves - as required","12 Baby Potatoes - boiled and peeled,1 tablespoon Coriander (Dhania) Seeds,1 tablespoon Cumin seeds (Jeera),1/2 tablespoon Fennel seeds (Saunf),1/2 tablespoon Whole Black Peppercorns,2 Dry Red Chillies,Sunflower Oil - as required,1-1/2 tablespoon Ginger Garlic Paste,1-1/2 tablespoon Tamarind Paste,1/4 tablespoon Sugar,3 tablespoons Water,Salt - to taste,Coriander (Dhania) Leaves - as required",10,15,25,4,North Indian Recipes,Lunch,Vegetarian,"To begin making the Chatpata Baby Potato Recipe, heat a heavy bottomed pan.Once done, add in the coriander seeds, cumin seeds, fennel seeds, black peppercorn and dry red chillies. Roast them for few seconds.Add all roasted dry masala in grinder and turn them into a coarse powder.Heat oil in a wok/kadhai. Add asafoetida and after few seconds, add ginger garlic paste. Saute it properly. This will take about 1 to 2 minutes.Add baby potato and cook them till the colour of baby potatoes turn into golden brown.Meanwhile, mix tamarind paste and sugar in water and add into the potatoes. Add salt to taste and the roasted dry masala. Mix and cook the Chatpata Aloo for two more minute and serve hot.Serve Chatpata Baby Potato along with Panchmel Dal, Lauki Raita and Pudina Tawa Paratha for a weekday meal.
","To begin making the Chatpata Baby Potato Recipe, heat a heavy bottomed pan.Once done, add in the coriander seeds, cumin seeds, fennel seeds, black peppercorn and dry red chillies. Roast them for few seconds.Add all roasted dry masala in grinder and turn them into a coarse powder.Heat oil in a wok/kadhai. Add asafoetida and after few seconds, add ginger garlic paste. Saute it properly. This will take about 1 to 2 minutes.Add baby potato and cook them till the colour of baby potatoes turn into golden brown.Meanwhile, mix tamarind paste and sugar in water and add into the potatoes. Add salt to taste and the roasted dry masala. Mix and cook the Chatpata Aloo for two more minute and serve hot.Serve Chatpata Baby Potato along with Panchmel Dal, Lauki Raita and Pudina Tawa Paratha for a weekday meal.
",http://www.archanaskitchen.com/chatpata-baby-potato-recipe,83
84,North Indian Style Mushroom Matar Masala Recipe,North Indian Style Mushroom Matar Masala Recipe,"1 cup Button mushrooms - chopped,1 cup Green peas (Matar) - boiled,Sunflower Oil - as required,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,1 Onion - chopped,1 Onion - paste,1 Tomato - paste,1 tablespoon Ginger Garlic Paste,1 Green Chilli - chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,Water - as required,2 sprig Coriander (Dhania) Leaves - chopped","1 cup Button mushrooms - chopped,1 cup Green peas (Matar) - boiled,Sunflower Oil - as required,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,1 Onion - chopped,1 Onion - paste,1 Tomato - paste,1 tablespoon Ginger Garlic Paste,1 Green Chilli - chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,Water - as required,2 sprig Coriander (Dhania) Leaves - chopped",10,30,40,2,North Indian Recipes,Lunch,High Protein Vegetarian,"To begin making the North Indian Style Mushroom Matar, heat oil in a heavy bottomed pan. Add cumin seeds, mustard seeds and asafoetida. Let it splutter.Add the chopped onions and cook it for about a minute or two. Next, add the ginger garlic paste and let it cook for 3 minutes. After 3 minutes, add the onion paste and green chillies and let it cook for about 2 minutes. After 2 minutes, add the tomato puree and all the masalas including red chilli powder, turmeric powder, coriander powder and garam masala powder. Let it cook for about 5 to 7 minutes.Meanwhile heat a little oil in a pan and stir fry the mushroom for about 2 to 3 minutes and boil the green peas till they become soft.After this add the stir fried mushrooms and boiled green peas to the gravy and add a little water. Let it cook for another 10 minutes.Once it is done, add the chopped coriander leaves and serve hot.Serve North Indian Style Mushroom Matar Masala along with Dal Makhani and Pudina Lahsun Lachha Paratha for a weekday lunch or dinner.
","To begin making the North Indian Style Mushroom Matar, heat oil in a heavy bottomed pan. Add cumin seeds, mustard seeds and asafoetida. Let it splutter.Add the chopped onions and cook it for about a minute or two. Next, add the ginger garlic paste and let it cook for 3 minutes. After 3 minutes, add the onion paste and green chillies and let it cook for about 2 minutes. After 2 minutes, add the tomato puree and all the masalas including red chilli powder, turmeric powder, coriander powder and garam masala powder. Let it cook for about 5 to 7 minutes.Meanwhile heat a little oil in a pan and stir fry the mushroom for about 2 to 3 minutes and boil the green peas till they become soft.After this add the stir fried mushrooms and boiled green peas to the gravy and add a little water. Let it cook for another 10 minutes.Once it is done, add the chopped coriander leaves and serve hot.Serve North Indian Style Mushroom Matar Masala along with Dal Makhani and Pudina Lahsun Lachha Paratha for a weekday lunch or dinner.",https://www.archanaskitchen.com/north-indian-style-mushroom-matar-masala-recipe,84
85,Navrang Dal Recipe ( Spicy Mixed Lentils),Navrang Dal Recipe ( Spicy Mixed Lentils),"2 tablespoons Green Moong Dal (Whole),2 tablespoons White Urad Dal (Split),2 tablespoons Black Urad Dal (Whole),2 tablespoons Pink Masoor Dal (Split),2 tablespoons Masoor Dal (Whole),2 tablespoons Rajma (Large Kidney Beans),2 tablespoons Kabuli Chana (White Chickpeas),1/4 cup Yellow Moong Dal (Split) - (soak for 20 minutes),1 tablespoon Arhar dal (Split Toor Dal) - (soak for 20 minutes),1 Onion - finely chopped,1 Tomato - finely chopped,1 tablespoon Ginger Garlic Paste,1 Green Chilli - slit,2 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 teaspoons Garam masala powder,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 inch Ginger - cut to julienned for garnish,2 tablespoons Ghee,1 Cinnamon Stick (Dalchini),1 teaspoon Cumin seeds (Jeera),Salt - to taste","2 tablespoons Green Moong Dal (Whole),2 tablespoons White Urad Dal (Split),2 tablespoons Black Urad Dal (Whole),2 tablespoons Pink Masoor Dal (Split),2 tablespoons Masoor Dal (Whole),2 tablespoons Rajma (Large Kidney Beans),2 tablespoons Kabuli Chana (White Chickpeas),1/4 cup Yellow Moong Dal (Split) - (soak for 20 minutes),1 tablespoon Arhar dal (Split Toor Dal) - (soak for 20 minutes),1 Onion - finely chopped,1 Tomato - finely chopped,1 tablespoon Ginger Garlic Paste,1 Green Chilli - slit,2 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 teaspoons Garam masala powder,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 inch Ginger - cut to julienned for garnish,2 tablespoons Ghee,1 Cinnamon Stick (Dalchini),1 teaspoon Cumin seeds (Jeera),Salt - to taste",10,30,40,4,North Indian Recipes,Lunch,High Protein Vegetarian,"To begin making Navrang Dal (spicy Mixed Lentils) Recipe soak all the dals except split moong and toor dal overnight. In the morning pressure cook everything together till it's cooked. Mash the cooked dal gently and keep it aside.Heat a big wok on medium flame, pour oil or ghee, a stick of cinnamon and cumin seeds and let it splutter.To this add the onions and sauté till it turns light brown.Add the ginger garlic paste and cook until the raw smell of the paste goes away.Now add the chopped tomatoes and slit green chilli and cook until the tomatoes are half done.Add the coriander, red chilli, and garam masala powder and give it a mix and cook until the ghee or oil separates out.Now add the cooked mashed dal to this, season with salt, add the required amount of water and let it simmer for ten minutes.Now gently crush the kasuri methi between your palms and put it over the dal.Bring it to a boil, switch off the flame and garnish with the ginger julienned.Your Navang Dal is ready to be served, serve it with Laccha Paratha or Peas Pulao for a weeknight dinner.
","To begin making Navrang Dal (spicy Mixed Lentils) Recipe soak all the dals except split moong and toor dal overnight. In the morning pressure cook everything together till it's cooked. Mash the cooked dal gently and keep it aside.Heat a big wok on medium flame, pour oil or ghee, a stick of cinnamon and cumin seeds and let it splutter.To this add the onions and sauté till it turns light brown.Add the ginger garlic paste and cook until the raw smell of the paste goes away.Now add the chopped tomatoes and slit green chilli and cook until the tomatoes are half done.Add the coriander, red chilli, and garam masala powder and give it a mix and cook until the ghee or oil separates out.Now add the cooked mashed dal to this, season with salt, add the required amount of water and let it simmer for ten minutes.Now gently crush the kasuri methi between your palms and put it over the dal.Bring it to a boil, switch off the flame and garnish with the ginger julienned.Your Navang Dal is ready to be served, serve it with Laccha Paratha or Peas Pulao for a weeknight dinner.
",http://www.archanaskitchen.com/navrang-dal-recipe-spicy-mixed-lentils,85
86,Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),"1 cup Rice flour,1 cup Poha (Flattened rice),1 cup Dill leaves - chopped,2 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),Salt - to taste","1 cup Rice flour,1 cup Poha (Flattened rice),1 cup Dill leaves - chopped,2 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),Salt - to taste",10,30,40,4,Karnataka,South Indian Breakfast,Vegetarian,"We begin making the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) by soaking the flattened rice with 1/2 cup water for about 30 minutes.Then mash it, till it becomes a soft dough and add the remaining ingredients and bind it using 1/4 cup luke warm water. Knead it to a wet dough but not sticky.Cover with a damp cloth and rest for about 10 minutes.Now to prepare the roti, place a non stick tawa/skillet on the heat. Spread out a large piece of plastic, or parchment paper on your work surface.Grease your palms with oil. Pinch a big ball of dough place it in the centre of the parchment or plastic. Then gently flatten it out to form a hand-patted disc, similar to Thalipeeth.Lift the paper, along with the rotti on it and turning it over, place it on the skillet with the rotti down on the hot skillet. Carefully supporting the rotti peel off the paper. Drizzle a little bit of oil along the edges of the roti and in the centre, into the hole made on the roti and allow it to sizzle and crisp up.When it seems half cooked, flip the roti over with a spatula to cook the other side.Cook well till you have brown patches on both sides. Then, take the roti off the skillet, add a dollop of butter or ghee, and serve immediately. Serve the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) can be serve along with Karuveppilai Chutney Recipe (A Healthy Curry Leaves Chutney).
","We begin making the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) by soaking the flattened rice with 1/2 cup water for about 30 minutes.Then mash it, till it becomes a soft dough and add the remaining ingredients and bind it using 1/4 cup luke warm water. Knead it to a wet dough but not sticky.Cover with a damp cloth and rest for about 10 minutes.Now to prepare the roti, place a non stick tawa/skillet on the heat. Spread out a large piece of plastic, or parchment paper on your work surface.Grease your palms with oil. Pinch a big ball of dough place it in the centre of the parchment or plastic. Then gently flatten it out to form a hand-patted disc, similar to Thalipeeth.Lift the paper, along with the rotti on it and turning it over, place it on the skillet with the rotti down on the hot skillet. Carefully supporting the rotti peel off the paper. Drizzle a little bit of oil along the edges of the roti and in the centre, into the hole made on the roti and allow it to sizzle and crisp up.When it seems half cooked, flip the roti over with a spatula to cook the other side.Cook well till you have brown patches on both sides. Then, take the roti off the skillet, add a dollop of butter or ghee, and serve immediately. Serve the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) can be serve along with Karuveppilai Chutney Recipe (A Healthy Curry Leaves Chutney).
",https://www.archanaskitchen.com/karnataka-style-sabsige-soppu-akki-rotti-dill-leaves-and-flattened-rice-bread-recipe,86
87,Aubergine And Cranberry Beans Dip Recipe,Aubergine And Cranberry Beans Dip Recipe,"1 Brinjal (Baingan / Eggplant),1/4 cup Cranberries,1 cup Parsley leaves,1/4 teaspoon Sesame seeds (Til seeds) - roasted,1 tablespoon Lemon juice,Salt - to taste,Sunflower Oil - as required","1 Brinjal (Baingan / Eggplant),1/4 cup Cranberries,1 cup Parsley leaves,1/4 teaspoon Sesame seeds (Til seeds) - roasted,1 tablespoon Lemon juice,Salt - to taste,Sunflower Oil - as required",0,45,45,4,Continental,Appetizer,Vegetarian,"To begin making the Aubergine And Cranberry Beans DipRecipe, wash the aubergine and rub oil.Roasted it directly under the flame and allow it to cool.Soak cranberry beans for 6 hours. The quantity doubles up.Boil them in a pressure cooker. Take only 1/4th of the boiled beans. If there is anything extra you may use it similar to butter beans or Rajma.Roast the dry sesame seeds. Remove the skin of the aubergine and chop roughly.Take a mixer grinder, add aubergine, boiled beans, parsley, sesame seeds, salt and lemon juice.Blend well and adjust the salt and lemon if required. Serve Aubergine And Cranberry Beans Dip along with Pita bread for tea time snacks.
","To begin making the Aubergine And Cranberry Beans DipRecipe, wash the aubergine and rub oil.Roasted it directly under the flame and allow it to cool.Soak cranberry beans for 6 hours. The quantity doubles up.Boil them in a pressure cooker. Take only 1/4th of the boiled beans. If there is anything extra you may use it similar to butter beans or Rajma.Roast the dry sesame seeds. Remove the skin of the aubergine and chop roughly.Take a mixer grinder, add aubergine, boiled beans, parsley, sesame seeds, salt and lemon juice.Blend well and adjust the salt and lemon if required. Serve Aubergine And Cranberry Beans Dip along with Pita bread for tea time snacks.
",https://www.archanaskitchen.com/aubergine-and-cranberry-beans-dip-recipe,87
88,साबूदाना खीर रेसिपी - Sabudana Kheer (Recipe In Hindi), Sabudana Kheer (Recipe In Hindi),"1 कप साबूदाना,1 लीटर दूध,1 कप शक्कर,1 छोटा चमच्च इलाईची पाउडर,1 छोटा चमच्च घी,1/4 कप बादाम - सिल्वर परत वाली,1/4 कप किसमिस","1 कप साबूदाना,1 लीटर दूध,1 कप शक्कर,1 छोटा चमच्च इलाईची पाउडर,1 छोटा चमच्च घी,1/4 कप बादाम - सिल्वर परत वाली,1/4 कप किसमिस",0,45,45,4,Indian,Dessert,Vegetarian,"साबूदाना खीर बनाने के लिए सबसे पहले साबूदाना क एक घंटे के लिए पानी में भिगो दे. अब एक सॉस पैन में दूध दाल दे. इसमें शक्कर डाले और शक्कर के पिघलने तक पकाए। दूध के उबलने के बाद, आंच धीमी करें और दूध के आधे हो जाने तक पकने दे.एक दूसरे सॉसपैन में 2-1/2 कप पानी डाले। जब पानी उबलने लगे उसमे साबूदाना डाले और उसके पकने तक पकाए। पकने के बाद पानी निकल ले और साबूदाना को एक अलग कटोरे में रख दे. अुब यह साबूदाना और इलाईची पाउडर दूध में दाल दे और 10 मिनट तक धीमी आंच पर पकने दे. 10 मिनट बाद गैस बंद करें और गरमा गरम परोसे.  एक तड़का पैन में घी गरम करें। इसमें बादाम डाले और 20 सेकण्ड्स के लिए पकाए। 20 सेकण्ड्स बाद किसमिस डाले और 10 सेकण्ड्स के लिए पकाए। गैस बंद करें और इससे खीर में डाल दे. साबूदाना खीर को त्यौहार के लिए या रोज के खाने के बाद मीठे के लिए परोसे.
","To make sago kheer, first soak the sago in water for one hour. Now give milk and dal in a saucepan. Add sugar and cook until the sugar melts. After the milk boils, reduce the heat and cook till the milk has reduced to half. Add 2-1 / 2 cups of water to another saucepan. When the water starts boiling, add sago and cook till it is cooked. After cooking, drain the water and keep the sago in a separate bowl. Now put sago and cardamom powder in milk and let it cook on low flame for 10 minutes. Turn off the gas after 10 minutes and serve hot. Heat ghee in a tempering pan. Add almonds and cook for 20 seconds. After 20 seconds add the seeds and cook for 10 seconds. Turn off the gas and pour it into the kheer. Serve Sago Kheer for festival or for dessert after daily dinner.",https://www.archanaskitchen.com/sabudana-kheer-recipe-in-hindi,88
